show_id,title,type,release_year,duration_minutes,season_count,description,date_added,rating
s3773,Alles ist gut,Movie,2019,90.0,,"A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body.",2019-06-06,TV-MA
s3774,A Silent Voice,Movie,2016,130.0,,A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.,2019-06-05,TV-14
s3775,Black Mirror,TV Show,2019,,5.0,"This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.",2019-06-05,TV-MA
s3776,Cosmos Laundromat: First Cycle,Movie,2015,12.0,,"Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime.",2019-06-04,TV-MA
s3777,Miranda Sings Live…Your Welcome,Movie,2019,62.0,,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry.""",2019-06-04,TV-14
s3778,Silent,Movie,2014,3.0,,"""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic.",2019-06-04,TV-Y
s3779,Documentary Now!,TV Show,2019,,3.0,"Elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as ""Grey Gardens"" and ""The Thin Blue Line.""",2019-06-03,TV-14
s3780,Malibu Rescue: The Series,TV Show,2019,,1.0,"On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",2019-06-03,TV-G
s3781,Arthdal Chronicles,TV Show,2019,,1.0,"In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",2019-06-02,TV-MA
s3782,Krutant,Movie,2019,114.0,,"When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life.",2019-06-02,TV-14
s3783,A Thousand Goodnights,TV Show,2019,,1.0,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",2019-06-01,TV-14
s3784,III Smoking Barrels,Movie,2017,128.0,,"In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime.",2019-06-01,TV-MA
s3785,March Comes in Like a Lion,TV Show,2017,,2.0,"Orphaned young, a reclusive 17-year-old professional shogi player starts to come out of his shell when three sisters take him under their wing.",2019-06-01,TV-14
s3786,"Oh, Ramona!",Movie,2019,109.0,,Awkward 16-year-old Andrei is infatuated with his alluring but aloof schoolmate Ramona – until he meets stunning hotel clerk Anemona while on vacation.,2019-06-01,TV-MA
s3787,We Are Legends,Movie,2019,109.0,,"Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring.",2019-06-01,TV-14
s3788,Bad Blood,TV Show,2019,,2.0,"This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.",2019-05-31,TV-MA
s3789,Chopsticks,Movie,2019,101.0,,A gifted but insecure woman embarks on a transformative journey when she enlists an enigmatic con man to recover her stolen car from an eccentric thug.,2019-05-31,TV-MA
s3790,Killer Ratings,TV Show,2019,,1.0,Brazilian TV personality and politician Wallace Souza faces accusations of masterminding the violent crimes he reported on and rallied against.,2019-05-31,TV-MA
s3791,Mere Pyare Prime Minister,Movie,2019,103.0,,"When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister.",2019-05-31,TV-MA
s3792,Pegasus,Movie,2019,98.0,,"After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents.",2019-05-31,TV-MA
s3793,When They See Us,TV Show,2019,,1.0,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,2019-05-31,TV-MA
s3794,Svaha: The Sixth Finger,Movie,2019,123.0,,A minister who researches religious cults turns to his Buddhist monk friend for help investigating a new group with mysterious origins.,2019-05-30,TV-MA
s3795,Historical Roasts,TV Show,2019,,1.0,"""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.",2019-05-27,TV-MA
s3796,After Maria,Movie,2019,38.0,,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires.",2019-05-24,TV-PG
s3797,Hyper HardBoiled Gourmet Report,TV Show,2017,,1.0,"To live is to eat. For people around the world in precarious and dangerous circumstances, eating itself is dangerous, precarious – and essential.",2019-05-24,TV-MA
s3798,Joy,Movie,2019,101.0,,"Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom.",2019-05-24,TV-MA
s3799,Rim of the World,Movie,2019,99.0,,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",2019-05-24,TV-14
s3800,She's Gotta Have It,TV Show,2018,,2.0,Nola Darling struggles to stay true to herself and her dreams while juggling three lovers in this Spike Lee series based on his breakout film.,2019-05-24,TV-MA
s3801,The Perfection,Movie,2019,91.0,,"In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil.",2019-05-24,TV-MA
s3802,WHAT / IF,TV Show,2019,,1.0,"Desperate to secure funding for her med tech startup, an idealistic scientist and her husband strike an outrageous deal with a mysterious investor.",2019-05-24,TV-MA
s3803,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,Movie,2019,30.0,,The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.,2019-05-23,TV-MA
s3804,A Tale of Two Kitchens,Movie,2019,30.0,,"Mexico City restaurant star Gabriela Cámara opens sister eatery Cala in San Francisco, with a similar menu and unusually welcoming kitchen culture.",2019-05-22,TV-PG
s3805,The Man Who Feels No Pain,Movie,2018,137.0,,"Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy.",2019-05-22,TV-14
s3806,Wanda Sykes: Not Normal,Movie,2019,66.0,,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.",2019-05-21,TV-MA
s3807,Prince of Peoria,TV Show,2019,,2.0,A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,2019-05-20,TV-G
s3808,Rosario Tijeras,TV Show,2018,,2.0,Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,2019-05-20,TV-MA
s3809,1994,TV Show,2019,,1.0,"Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.",2019-05-17,TV-MA
s3810,Born in Gaza,Movie,2014,70.0,,This documentary focuses on the devastating violence of the Israel-Palestine conflict and its effects on the children of Gaza.,2019-05-17,TV-14
s3811,Born in Syria,Movie,2016,87.0,,This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.,2019-05-17,TV-14
s3812,Dying to Tell,Movie,2018,88.0,,"Seeking answers after a life-changing incident in 2012, filmmaker Hernán Zin interviews other war reporters about the personal toll of their work.",2019-05-17,TV-MA
s3813,It's Bruno!,TV Show,2019,,1.0,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno – and making sure the neighbors show his pooch the proper respect.",2019-05-17,TV-MA
s3814,Maria,Movie,2019,90.0,,"An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts.",2019-05-17,TV-MA
s3815,ReMastered: The Lion's Share,Movie,2019,84.0,,"After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation.",2019-05-17,TV-14
s3816,Saverio Raimondo: Il Satiro Parlante,Movie,2019,53.0,,"Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights.",2019-05-17,TV-MA
s3817,See You Yesterday,Movie,2019,87.0,,"As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.",2019-05-17,TV-MA
s3818,White Gold,TV Show,2019,,2.0,"In 1980s Essex, cocky salesman Vincent Swan and his unscrupulous team will do anything to get the sale – including throwing honesty out the window.",2019-05-17,TV-MA
s3819,Good Sam,Movie,2019,90.0,,A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.,2019-05-16,TV-PG
s3820,Jonaki,Movie,2018,96.0,,"In this quiet, wistful drama, a woman on her deathbed searches her fraying memories for love and fulfillment through surreal, meditative tableaux.",2019-05-16,TV-MA
s3821,PATRICK (2019),Movie,2019,94.0,,"When a schoolteacher inherits an adorable pug, she has to find a way to take care of it while dealing with her flatlining love life.",2019-05-16,TV-PG
s3822,Dennis and Gnasher Unleashed,TV Show,2017,,1.0,"Fearless Dennis, his loyal dog Gnasher and best friends Rubi, JJ and Pieface quench their thirst for adventure by wreaking havoc all over Beanotown.",2019-05-15,TV-Y
s3823,Hamid,Movie,2018,108.0,,"Wanting his missing father to come home, a Kashmiri boy repeatedly attempts to call God for help – until one day, a hardened army officer picks up.",2019-05-15,TV-MA
s3824,"Heidi, bienvenida a casa",TV Show,2017,,1.0,"Inspired by the classic novel, this telenovela follows Heidi, who leaves her happy life in the mountains behind when her aunt takes her to the big city.",2019-05-15,TV-Y
s3825,I Hear You,TV Show,2019,,1.0,"Love blooms between a bubbly, aspiring voice actress and a cool, enigmatic violin-maker after they cross paths on a reality TV show.",2019-05-15,TV-14
s3826,Backdraft 2,Movie,2019,102.0,,"In this sequel to the 1991 film, a determined fire investigator recruits an imprisoned arsonist to help untangle a web of fire, murder and corruption.",2019-05-14,R
s3827,Revisions,TV Show,2018,,1.0,"When Shibuya time-warps to 2388, high schooler Daisuke and his friends are conscripted by AHRV agent Milo to fight the hostile cyborg race, revisions.",2019-05-14,TV-14
s3828,Still LAUGH-IN: The Stars Celebrate,Movie,2019,61.0,,"This celebration of the groundbreaking comedy show ""Laugh-In"" stars Lily Tomlin, Snoop Dogg, Billy Crystal, Tiffany Haddish, Neil Patrick Harris and more.",2019-05-14,TV-MA
s3829,Weed the People,Movie,2018,94.0,,"Buoyed by hopeful experiences with medical marijuana, physicians and parents of children with cancer call for more research of its healing potential.",2019-05-14,TV-MA
s3830,Malibu Rescue,Movie,2019,70.0,,"When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program.",2019-05-13,TV-G
s3831,Merata: How Mum Decolonised the Screen,Movie,2018,88.0,,New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.,2019-05-12,TV-14
s3832,The Defected,TV Show,2019,,1.0,"After surviving a near-fatal injury on the job, a cop sets out to investigate a conspiracy involving the top brass of the police department.",2019-05-12,TV-14
s3833,Dry Martina,Movie,2018,100.0,,An odd encounter with a fan and a tryst with that fan's ex-boyfriend leads a sexually adventurous singer on an escapade in Chile.,2019-05-11,TV-MA
s3834,Shéhérazade,Movie,2019,111.0,,"Fresh out of juvenile detention in Marseille, 17-year-old Zach falls for a young prostitute and soon faces a dire dilemma while working as a pimp.",2019-05-11,TV-MA
s3835,The Great Magician,Movie,2011,128.0,,"In 1920s Beijing, a host of talented performers gather to show off their skills. The challenge: reproduce a magic trick called the Eight Immortals.",2019-05-11,TV-14
